orderID,activity,endtime,starttime,resource
C1058,prepare delivery,2015-08-07 11:34:02+00:00,2015-08-07 11:30:26+00:00,VNOHU
C1012,prepare delivery,2015-08-07 11:34:01+00:00,2015-08-07 11:31:05+00:00,UYDRD
C1127,send invoice,2015-08-07 11:37:43+00:00,2015-08-07 11:31:28+00:00,RCEUC
C1065,pay,2015-08-07 11:42:04+00:00,2015-08-07 11:35:02+00:00,BALPA
C1106,send invoice,2015-08-07 11:58:36+00:00,2015-08-07 11:52:18+00:00,RLTSN
C1112,send invoice,2015-08-07 12:11:55+00:00,2015-08-07 12:08:17+00:00,RLTSN
C1002,make delivery,2015-08-07 12:39:45+00:00,2015-08-07 12:23:16+00:00,RWVYG
C1157,place order,2015-08-07 12:53:49+00:00,2015-08-07 12:47:41+00:00,EMEYV
C1138,send invoice,2015-08-07 13:21:39+00:00,2015-08-07 13:15:44+00:00,HLJOP
C1033,make delivery,2015-08-07 14:17:51+00:00,2015-08-07 14:03:36+00:00,KYICA
C1014,confirm payment,2015-08-07 14:39:46+00:00,2015-08-07 14:34:13+00:00,KYICA
C1031,make delivery,2015-08-07 14:52:26+00:00,2015-08-07 14:35:38+00:00,EXXRY
C1158,place order,2015-08-07 15:05:22+00:00,2015-08-07 14:53:29+00:00,LYVGB
C1001,make delivery,2015-08-07 15:41:55+00:00,2015-08-07 15:12:56+00:00,RLTSN
C903,confirm payment,2015-08-07 15:31:17+00:00,2015-08-07 15:26:03+00:00,UYDRD
C1143,send invoice,2015-08-07 15:33:50+00:00,2015-08-07 15:29:33+00:00,EMEYV
C1056,pay,2015-08-07 15:50:35+00:00,2015-08-07 15:43:56+00:00,BALPA
C997,confirm payment,2015-08-07 16:11:10+00:00,2015-08-07 16:08:40+00:00,HLJOP
C1045,prepare delivery,2015-08-07 16:43:55+00:00,2015-08-07 16:36:25+00:00,BALPA
C1159,place order,2015-08-07 17:24:12+00:00,2015-08-07 17:05:05+00:00,LYVGB
C1102,pay,2015-08-07 17:17:05+00:00,2015-08-07 17:12:33+00:00,UTBDH
C1132,send invoice,2015-08-07 18:27:48+00:00,2015-08-07 18:25:30+00:00,KXHUV
C1160,place order,2015-08-07 21:42:23+00:00,2015-08-07 18:28:18+00:00,EXXRY
C965,pay,2015-08-07 18:50:08+00:00,2015-08-07 18:44:00+00:00,LYVGB
C1161,place order,2015-08-07 21:06:40+00:00,2015-08-07 21:01:08+00:00,EQRLD
C1025,make delivery,2015-08-07 22:15:43+00:00,2015-08-07 21:50:20+00:00,RCEUC
C979,make delivery,2015-08-07 22:12:04+00:00,2015-08-07 22:00:44+00:00,FWWWF
C998,make delivery,2015-08-07 22:14:14+00:00,2015-08-07 22:01:57+00:00,HLJOP
C922,prepare delivery,2015-08-07 22:35:51+00:00,2015-08-07 22:32:04+00:00,HLJOP
C1162,place order,2015-08-08 09:55:33+00:00,2015-08-08 09:50:00+00:00,DTZWY
C1163,place order,2015-08-09 10:27:21+00:00,2015-08-09 10:17:12+00:00,BALPA
C1164,place order,2015-08-10 02:39:41+00:00,2015-08-10 02:29:36+00:00,EMEYV
C1075,pay,2015-08-10 03:50:16+00:00,2015-08-10 03:43:12+00:00,UTBDH
C1139,send invoice,2015-08-10 08:35:53+00:00,2015-08-10 08:32:50+00:00,ZBEXO
C979,confirm payment,2015-08-10 08:42:24+00:00,2015-08-10 08:33:56+00:00,UTBDH
C1026,pay,2015-08-10 09:36:06+00:00,2015-08-10 09:30:50+00:00,UTBDH
C1165,place order,2015-08-10 10:04:07+00:00,2015-08-10 09:44:41+00:00,LYVGB
C1086,pay,2015-08-10 10:06:48+00:00,2015-08-10 10:03:05+00:00,EXXRY
C1036,send reminder,2015-08-10 10:54:55+00:00,2015-08-10 10:34:51+00:00,FGXWW
C1120,send invoice,2015-08-10 10:42:55+00:00,2015-08-10 10:37:16+00:00,DTZWY
C1137,send invoice,2015-08-10 10:44:26+00:00,2015-08-10 10:38:39+00:00,UYDRD
C944,confirm payment,2015-08-10 11:13:28+00:00,2015-08-10 10:38:43+00:00,RWVYG
C1042,prepare delivery,2015-08-10 10:46:29+00:00,2015-08-10 10:39:30+00:00,DTZWY
C991,cancel order,2015-08-10 10:57:48+00:00,2015-08-10 10:50:11+00:00,EXXRY
C977,pay,2015-08-10 11:03:59+00:00,2015-08-10 11:01:41+00:00,VNOHU
C948,cancel order,2015-08-10 11:42:41+00:00,2015-08-10 11:35:25+00:00,EQRLD
C1116,send invoice,2015-08-10 11:42:29+00:00,2015-08-10 11:36:55+00:00,FGXWW
C1025,confirm payment,2015-08-10 11:47:45+00:00,2015-08-10 11:41:30+00:00,RWVYG
C1166,place order,2015-08-10 14:20:00+00:00,2015-08-10 11:47:30+00:00,HLJOP
C1160,send invoice,2015-08-10 11:55:43+00:00,2015-08-10 11:49:43+00:00,EQRLD
C1066,pay,2015-08-10 12:10:52+00:00,2015-08-10 12:07:03+00:00,UTBDH
C1018,pay,2015-08-10 12:11:57+00:00,2015-08-10 12:08:55+00:00,RWVYG
C1090,pay,2015-08-10 13:36:01+00:00,2015-08-10 13:22:18+00:00,VXRUO
C1083,pay,2015-08-10 13:33:04+00:00,2015-08-10 13:28:42+00:00,KYICA
C1167,place order,2015-08-10 14:14:49+00:00,2015-08-10 13:53:07+00:00,FGXWW
C944,make delivery,2015-08-10 14:39:50+00:00,2015-08-10 14:30:36+00:00,KYICA
C1115,send invoice,2015-08-10 14:49:27+00:00,2015-08-10 14:40:16+00:00,RCEUC
C1077,pay,2015-08-10 15:27:37+00:00,2015-08-10 14:58:38+00:00,FWWWF
C1044,pay,2015-08-10 15:25:32+00:00,2015-08-10 15:18:23+00:00,EQRLD
C1038,make delivery,2015-08-10 15:39:22+00:00,2015-08-10 15:24:49+00:00,VNOHU
C1019,confirm payment,2015-08-10 15:43:47+00:00,2015-08-10 15:37:05+00:00,RCEUC
C1002,confirm payment,2015-08-10 16:00:07+00:00,2015-08-10 15:51:22+00:00,UTBDH
C1168,place order,2015-08-10 16:26:35+00:00,2015-08-10 16:04:21+00:00,RLTSN
C1111,send invoice,2015-08-10 16:58:22+00:00,2015-08-10 16:42:36+00:00,LYVGB
C1104,pay,2015-08-10 17:04:32+00:00,2015-08-10 16:58:37+00:00,LYVGB
C1017,prepare delivery,2015-08-10 17:06:28+00:00,2015-08-10 16:58:56+00:00,BALPA
C1169,place order,2015-08-10 17:48:30+00:00,2015-08-10 17:26:49+00:00,KXHUV
C1059,prepare delivery,2015-08-10 17:37:30+00:00,2015-08-10 17:29:30+00:00,RCEUC
C1012,confirm payment,2015-08-10 17:45:39+00:00,2015-08-10 17:39:05+00:00,RWVYG
C1170,place order,2015-08-10 19:19:46+00:00,2015-08-10 19:11:45+00:00,HLJOP
C1113,send invoice,2015-08-10 19:44:43+00:00,2015-08-10 19:26:31+00:00,BALPA
C1058,make delivery,2015-08-10 20:22:45+00:00,2015-08-10 20:11:49+00:00,EXXRY
C1110,send invoice,2015-08-10 20:20:59+00:00,2015-08-10 20:17:04+00:00,BALPA
C1064,send reminder,2015-08-10 21:45:15+00:00,2015-08-10 21:31:06+00:00,HLJOP
C1171,place order,2015-08-10 22:14:04+00:00,2015-08-10 21:59:45+00:00,KYICA
C1172,place order,2015-08-11 08:05:32+00:00,2015-08-11 07:59:42+00:00,FGXWW
C1072,send reminder,2015-08-11 09:30:03+00:00,2015-08-11 09:12:12+00:00,UTBDH
C1031,confirm payment,2015-08-11 09:26:35+00:00,2015-08-11 09:19:23+00:00,RWVYG
C1035,send reminder,2015-08-11 09:57:36+00:00,2015-08-11 09:38:05+00:00,LYVGB
C1021,make delivery,2015-08-11 10:29:41+00:00,2015-08-11 10:00:34+00:00,FGXWW
C1084,pay,2015-08-11 10:46:34+00:00,2015-08-11 10:43:48+00:00,RCEUC
C1173,place order,2015-08-11 10:54:37+00:00,2015-08-11 10:47:47+00:00,VXRUO
C1047,send reminder,2015-08-11 11:28:44+00:00,2015-08-11 10:47:50+00:00,KXHUV
C1027,prepare delivery,2015-08-11 10:54:23+00:00,2015-08-11 10:50:30+00:00,VXRUO
C1001,confirm payment,2015-08-11 11:28:25+00:00,2015-08-11 10:56:51+00:00,HLJOP
C987,send reminder,2015-08-11 11:16:26+00:00,2015-08-11 11:04:02+00:00,SMSNY
C1054,prepare delivery,2015-08-11 11:21:15+00:00,2015-08-11 11:13:43+00:00,RLTSN
C1073,send reminder,2015-08-11 11:34:52+00:00,2015-08-11 11:16:29+00:00,EXXRY
C1140,send invoice,2015-08-11 12:36:12+00:00,2015-08-11 12:08:27+00:00,EMEYV
C1174,place order,2015-08-11 12:58:49+00:00,2015-08-11 12:53:42+00:00,VNOHU
C1136,send invoice,2015-08-11 14:10:26+00:00,2015-08-11 14:05:19+00:00,UTBDH
C1046,prepare delivery,2015-08-11 14:33:53+00:00,2015-08-11 14:27:56+00:00,EMEYV
C1088,pay,2015-08-11 15:05:24+00:00,2015-08-11 14:52:19+00:00,VNOHU
C1175,place order,2015-08-11 19:08:05+00:00,2015-08-11 15:05:31+00:00,HLJOP
C1012,make delivery,2015-08-11 16:47:24+00:00,2015-08-11 15:09:44+00:00,UTBDH
C1058,confirm payment,2015-08-11 15:22:37+00:00,2015-08-11 15:11:47+00:00,ZBEXO
C998,confirm payment,2015-08-11 15:37:35+00:00,2015-08-11 15:31:58+00:00,LYVGB
C1118,send invoice,2015-08-11 15:43:43+00:00,2015-08-11 15:37:24+00:00,SMSNY
C1045,make delivery,2015-08-11 16:07:06+00:00,2015-08-11 15:42:52+00:00,EMEYV
C1082,send reminder,2015-08-11 16:34:49+00:00,2015-08-11 15:52:36+00:00,FGXWW
C1128,send invoice,2015-08-11 16:20:42+00:00,2015-08-11 16:15:57+00:00,EQRLD
C1176,place order,2015-08-11 16:39:38+00:00,2015-08-11 16:29:09+00:00,VNOHU
C1051,send reminder,2015-08-11 16:56:17+00:00,2015-08-11 16:37:19+00:00,RLTSN
C1080,send reminder,2015-08-11 16:58:07+00:00,2015-08-11 16:50:26+00:00,RLTSN
C945,pay,2015-08-11 16:57:40+00:00,2015-08-11 16:51:19+00:00,HLJOP
C1042,confirm payment,2015-08-11 17:03:35+00:00,2015-08-11 16:59:36+00:00,VNOHU
C1067,send reminder,2015-08-11 17:14:51+00:00,2015-08-11 17:03:01+00:00,EMEYV
C922,make delivery,2015-08-11 17:48:15+00:00,2015-08-11 17:18:29+00:00,UTBDH
C964,prepare delivery,2015-08-11 17:46:48+00:00,2015-08-11 17:43:52+00:00,EXXRY
C1177,place order,2015-08-11 18:23:29+00:00,2015-08-11 18:16:25+00:00,RLTSN
C1178,place order,2015-08-11 20:32:35+00:00,2015-08-11 20:25:30+00:00,VXRUO
C1179,place order,2015-08-11 23:37:21+00:00,2015-08-11 23:34:12+00:00,LYVGB
C1180,place order,2015-08-12 09:41:24+00:00,2015-08-12 09:29:17+00:00,EQRLD
C1076,pay,2015-08-12 09:45:33+00:00,2015-08-12 09:38:58+00:00,FWWWF
C1108,send invoice,2015-08-12 10:00:05+00:00,2015-08-12 09:43:48+00:00,KYICA
C1081,pay,2015-08-12 10:22:40+00:00,2015-08-12 10:16:46+00:00,RWVYG
C1042,make delivery,2015-08-12 10:45:31+00:00,2015-08-12 10:22:25+00:00,KXHUV
C989,cancel order,2015-08-12 11:00:33+00:00,2015-08-12 10:44:53+00:00,LYVGB
C1089,prepare delivery,2015-08-12 11:02:53+00:00,2015-08-12 10:53:43+00:00,LYVGB
C1091,send reminder,2015-08-12 11:38:06+00:00,2015-08-12 11:04:54+00:00,UTBDH
C1021,confirm payment,2015-08-12 11:14:38+00:00,2015-08-12 11:05:24+00:00,KYICA
C1038,confirm payment,2015-08-12 11:15:18+00:00,2015-08-12 11:08:29+00:00,EQRLD
C1181,place order,2015-08-12 11:24:03+00:00,2015-08-12 11:16:41+00:00,FWWWF
C1000,prepare delivery,2015-08-12 11:43:27+00:00,2015-08-12 11:39:54+00:00,SMSNY
C1102,prepare delivery,2015-08-12 11:49:11+00:00,2015-08-12 11:45:27+00:00,DTZWY
C1016,prepare delivery,2015-08-12 11:55:40+00:00,2015-08-12 11:52:04+00:00,FGXWW
C1134,send invoice,2015-08-12 12:11:36+00:00,2015-08-12 12:08:53+00:00,UTBDH
C1052,prepare delivery,2015-08-12 12:22:58+00:00,2015-08-12 12:15:08+00:00,RCEUC
C1121,send invoice,2015-08-12 12:20:53+00:00,2015-08-12 12:17:03+00:00,DTZWY
C1164,send invoice,2015-08-12 12:25:00+00:00,2015-08-12 12:17:56+00:00,RLTSN
C1182,place order,2015-08-12 12:57:07+00:00,2015-08-12 12:51:29+00:00,KYICA
C1169,send invoice,2015-08-12 14:10:19+00:00,2015-08-12 14:06:56+00:00,RWVYG
C1183,place order,2015-08-12 15:03:56+00:00,2015-08-12 15:01:05+00:00,ZBEXO
C987,cancel order,2015-08-12 15:41:41+00:00,2015-08-12 15:33:23+00:00,BALPA
C1032,send reminder,2015-08-12 16:19:58+00:00,2015-08-12 15:53:57+00:00,UTBDH
C1142,send invoice,2015-08-12 16:14:12+00:00,2015-08-12 15:56:43+00:00,FWWWF
C1017,make delivery,2015-08-12 16:18:43+00:00,2015-08-12 16:04:19+00:00,UYDRD
C1184,place order,2015-08-12 16:26:36+00:00,2015-08-12 16:20:17+00:00,RWVYG
C1144,send invoice,2015-08-12 16:30:56+00:00,2015-08-12 16:24:58+00:00,FGXWW
C1059,make delivery,2015-08-12 18:41:22+00:00,2015-08-12 17:06:08+00:00,RCEUC
C1109,pay,2015-08-12 17:21:02+00:00,2015-08-12 17:07:38+00:00,VNOHU
C951,prepare delivery,2015-08-12 17:58:36+00:00,2015-08-12 17:31:47+00:00,RCEUC
C1185,place order,2015-08-12 18:03:56+00:00,2015-08-12 17:58:42+00:00,RWVYG
C1027,make delivery,2015-08-12 19:08:34+00:00,2015-08-12 18:39:05+00:00,RLTSN
C922,confirm payment,2015-08-12 20:22:32+00:00,2015-08-12 20:08:26+00:00,EXXRY
C1186,place order,2015-08-12 20:42:55+00:00,2015-08-12 20:32:20+00:00,FGXWW
C1187,place order,2015-08-13 00:43:56+00:00,2015-08-13 00:15:12+00:00,BALPA
C1124,send invoice,2015-08-13 09:03:12+00:00,2015-08-13 08:56:41+00:00,RCEUC
C1163,send invoice,2015-08-13 09:04:54+00:00,2015-08-13 08:56:58+00:00,EMEYV
C1188,place order,2015-08-13 09:22:55+00:00,2015-08-13 09:16:51+00:00,LYVGB
C1037,prepare delivery,2015-08-13 09:25:23+00:00,2015-08-13 09:18:22+00:00,UTBDH
C1030,prepare delivery,2015-08-13 10:06:57+00:00,2015-08-13 09:59:14+00:00,UTBDH
C1122,send invoice,2015-08-13 10:07:55+00:00,2015-08-13 10:00:19+00:00,ZBEXO
C1147,send invoice,2015-08-13 10:23:21+00:00,2015-08-13 10:07:23+00:00,EMEYV
C1054,confirm payment,2015-08-13 10:11:44+00:00,2015-08-13 10:08:05+00:00,UYDRD
C1145,send invoice,2015-08-13 10:39:08+00:00,2015-08-13 10:35:19+00:00,UYDRD
C1189,place order,2015-08-13 11:06:00+00:00,2015-08-13 10:51:49+00:00,VNOHU
C1055,prepare delivery,2015-08-13 11:13:36+00:00,2015-08-13 11:06:05+00:00,HLJOP
C1108,pay,2015-08-13 12:37:14+00:00,2015-08-13 12:05:49+00:00,UTBDH
C1062,prepare delivery,2015-08-13 12:26:43+00:00,2015-08-13 12:17:24+00:00,UYDRD
C1023,prepare delivery,2015-08-13 12:35:49+00:00,2015-08-13 12:31:56+00:00,VXRUO
C1190,place order,2015-08-13 13:39:19+00:00,2015-08-13 13:01:45+00:00,EXXRY
C1045,confirm payment,2015-08-13 13:18:34+00:00,2015-08-13 13:11:49+00:00,UYDRD
C964,confirm payment,2015-08-13 13:34:33+00:00,2015-08-13 13:29:48+00:00,ZBEXO
C1151,send invoice,2015-08-13 13:49:12+00:00,2015-08-13 13:44:28+00:00,EQRLD
C1100,pay,2015-08-13 13:59:31+00:00,2015-08-13 13:54:23+00:00,RCEUC
C1096,send reminder,2015-08-13 14:24:51+00:00,2015-08-13 14:03:13+00:00,KXHUV
C1161,send invoice,2015-08-13 14:18:55+00:00,2015-08-13 14:11:49+00:00,FGXWW
C1191,place order,2015-08-13 14:29:39+00:00,2015-08-13 14:21:37+00:00,KYICA
C1097,send reminder,2015-08-13 14:43:04+00:00,2015-08-13 14:32:48+00:00,RCEUC
C1046,make delivery,2015-08-13 16:01:13+00:00,2015-08-13 14:33:12+00:00,SMSNY
C1054,make delivery,2015-08-13 14:46:06+00:00,2015-08-13 14:36:52+00:00,EXXRY
C1152,send invoice,2015-08-13 15:03:17+00:00,2015-08-13 14:58:51+00:00,BALPA
C1123,send invoice,2015-08-13 15:34:54+00:00,2015-08-13 15:26:09+00:00,RWVYG
C1085,send reminder,2015-08-13 15:43:06+00:00,2015-08-13 15:36:11+00:00,HLJOP
C1049,prepare delivery,2015-08-13 15:41:56+00:00,2015-08-13 15:37:57+00:00,KXHUV
C1192,place order,2015-08-13 16:03:33+00:00,2015-08-13 16:01:21+00:00,UYDRD
C1039,prepare delivery,2015-08-13 16:17:03+00:00,2015-08-13 16:13:17+00:00,RCEUC
C1092,pay,2015-08-13 16:33:34+00:00,2015-08-13 16:27:00+00:00,UTBDH
C1170,send invoice,2015-08-13 16:51:26+00:00,2015-08-13 16:45:56+00:00,RCEUC
C1089,make delivery,2015-08-13 17:25:47+00:00,2015-08-13 17:15:17+00:00,UTBDH
C1193,place order,2015-08-13 22:16:49+00:00,2015-08-13 17:20:50+00:00,ZBEXO
C964,make delivery,2015-08-13 17:51:38+00:00,2015-08-13 17:36:21+00:00,VNOHU
C1028,prepare delivery,2015-08-13 17:58:10+00:00,2015-08-13 17:49:42+00:00,KXHUV
C1009,send reminder,2015-08-13 18:13:21+00:00,2015-08-13 17:54:50+00:00,BALPA
C1000,confirm payment,2015-08-13 18:06:52+00:00,2015-08-13 17:59:27+00:00,VXRUO
C1046,confirm payment,2015-08-13 18:07:40+00:00,2015-08-13 18:00:14+00:00,DTZWY
C1194,place order,2015-08-13 19:17:19+00:00,2015-08-13 18:59:47+00:00,EMEYV
C1195,place order,2015-08-13 22:52:36+00:00,2015-08-13 22:35:35+00:00,UYDRD
C1196,place order,2015-08-14 09:46:43+00:00,2015-08-14 08:59:25+00:00,RWVYG
C1056,prepare delivery,2015-08-14 09:45:17+00:00,2015-08-14 09:39:14+00:00,KYICA
C1000,make delivery,2015-08-14 09:52:53+00:00,2015-08-14 09:43:18+00:00,HLJOP
C1052,make delivery,2015-08-14 10:19:37+00:00,2015-08-14 10:05:51+00:00,KYICA
C1017,confirm payment,2015-08-14 11:43:07+00:00,2015-08-14 11:04:54+00:00,SMSNY
C1059,confirm payment,2015-08-14 11:20:27+00:00,2015-08-14 11:14:47+00:00,KXHUV
C1197,place order,2015-08-14 15:49:28+00:00,2015-08-14 11:17:14+00:00,ZBEXO
C1082,pay,2015-08-14 11:24:37+00:00,2015-08-14 11:20:24+00:00,LYVGB
C1035,pay,2015-08-14 11:29:34+00:00,2015-08-14 11:27:00+00:00,KXHUV
C1015,prepare delivery,2015-08-14 11:36:44+00:00,2015-08-14 11:29:16+00:00,VNOHU
C1075,prepare delivery,2015-08-14 12:13:45+00:00,2015-08-14 12:07:04+00:00,KYICA
C1102,make delivery,2015-08-14 12:59:26+00:00,2015-08-14 12:33:51+00:00,KYICA
C1103,pay,2015-08-14 12:51:56+00:00,2015-08-14 12:47:03+00:00,EXXRY
C1073,pay,2015-08-14 13:03:16+00:00,2015-08-14 12:48:52+00:00,RLTSN
C1198,place order,2015-08-14 12:58:59+00:00,2015-08-14 12:52:36+00:00,UTBDH
C1135,pay,2015-08-14 13:14:57+00:00,2015-08-14 13:11:06+00:00,UTBDH
C1016,make delivery,2015-08-14 14:27:05+00:00,2015-08-14 13:52:29+00:00,LYVGB
C1043,prepare delivery,2015-08-14 13:56:42+00:00,2015-08-14 13:52:49+00:00,EQRLD
C1117,send invoice,2015-08-14 14:13:28+00:00,2015-08-14 14:10:03+00:00,LYVGB
C1181,send invoice,2015-08-14 14:41:00+00:00,2015-08-14 14:36:38+00:00,FWWWF
C1199,place order,2015-08-14 15:07:09+00:00,2015-08-14 15:03:19+00:00,RWVYG
C1089,confirm payment,2015-08-14 15:21:00+00:00,2015-08-14 15:17:02+00:00,EXXRY
C1065,prepare delivery,2015-08-14 15:31:43+00:00,2015-08-14 15:25:24+00:00,HLJOP
C1126,send invoice,2015-08-14 15:55:36+00:00,2015-08-14 15:48:49+00:00,RCEUC
C1095,send reminder,2015-08-14 16:37:54+00:00,2015-08-14 16:13:21+00:00,EXXRY
C1200,place order,2015-08-14 16:59:58+00:00,2015-08-14 16:24:45+00:00,VNOHU
C1013,send reminder,2015-08-14 17:10:12+00:00,2015-08-14 16:52:29+00:00,VNOHU
C1093,send reminder,2015-08-14 17:14:15+00:00,2015-08-14 16:54:49+00:00,DTZWY
C1071,send reminder,2015-08-14 17:27:41+00:00,2015-08-14 17:13:13+00:00,VNOHU
C1007,prepare delivery,2015-08-14 17:17:08+00:00,2015-08-14 17:13:57+00:00,EXXRY
C1074,send reminder,2015-08-14 17:23:31+00:00,2015-08-14 17:16:21+00:00,BALPA
C1101,send reminder,2015-08-14 17:30:55+00:00,2015-08-14 17:16:25+00:00,KXHUV
C1125,pay,2015-08-14 17:26:15+00:00,2015-08-14 17:21:13+00:00,FGXWW
C1201,place order,2015-08-14 21:43:41+00:00,2015-08-14 18:07:37+00:00,RLTSN
C1068,prepare delivery,2015-08-14 20:58:57+00:00,2015-08-14 18:24:35+00:00,ZBEXO
C1157,send invoice,2015-08-14 19:27:05+00:00,2015-08-14 19:18:28+00:00,EMEYV
C1027,confirm payment,2015-08-14 19:46:55+00:00,2015-08-14 19:41:32+00:00,FWWWF
C1202,place order,2015-08-14 20:09:52+00:00,2015-08-14 19:59:06+00:00,BALPA
C1062,make delivery,2015-08-14 22:11:17+00:00,2015-08-14 21:44:10+00:00,BALPA
C1203,place order,2015-08-15 03:52:54+00:00,2015-08-14 23:34:26+00:00,VNOHU
C1131,pay,2015-08-14 23:50:08+00:00,2015-08-14 23:44:08+00:00,KYICA
C1204,place order,2015-08-15 22:48:37+00:00,2015-08-15 22:09:42+00:00,RLTSN
C1205,place order,2015-08-16 21:48:19+00:00,2015-08-16 21:33:49+00:00,SMSNY
C951,make delivery,2015-08-17 10:04:59+00:00,2015-08-17 08:43:11+00:00,RCEUC
C1206,place order,2015-08-17 09:35:03+00:00,2015-08-17 09:24:14+00:00,UYDRD
C1016,confirm payment,2015-08-17 09:46:59+00:00,2015-08-17 09:43:33+00:00,RCEUC
C1055,make delivery,2015-08-17 11:03:06+00:00,2015-08-17 10:39:13+00:00,DTZWY
C1150,send invoice,2015-08-17 10:55:41+00:00,2015-08-17 10:50:28+00:00,VXRUO
C1207,place order,2015-08-17 11:14:44+00:00,2015-08-17 11:06:35+00:00,FGXWW
C1087,send reminder,2015-08-17 11:34:10+00:00,2015-08-17 11:24:52+00:00,RCEUC
C1155,send invoice,2015-08-17 11:42:55+00:00,2015-08-17 11:36:57+00:00,FGXWW
C1037,make delivery,2015-08-17 13:08:56+00:00,2015-08-17 11:49:53+00:00,LYVGB
C1023,make delivery,2015-08-17 12:39:22+00:00,2015-08-17 12:11:30+00:00,EMEYV
C1037,confirm payment,2015-08-17 12:40:36+00:00,2015-08-17 12:15:27+00:00,VNOHU
C1208,place order,2015-08-17 12:38:11+00:00,2015-08-17 12:31:17+00:00,FGXWW
C1039,make delivery,2015-08-17 13:51:53+00:00,2015-08-17 13:42:04+00:00,VXRUO
C1209,place order,2015-08-17 14:33:26+00:00,2015-08-17 14:20:42+00:00,SMSNY
C1030,make delivery,2015-08-17 15:00:15+00:00,2015-08-17 14:34:03+00:00,EMEYV
C1091,pay,2015-08-17 14:48:51+00:00,2015-08-17 14:37:28+00:00,RWVYG
C1100,prepare delivery,2015-08-17 15:10:46+00:00,2015-08-17 15:01:27+00:00,RLTSN
C1069,send reminder,2015-08-17 16:09:16+00:00,2015-08-17 15:32:40+00:00,BALPA
C1049,make delivery,2015-08-17 17:10:26+00:00,2015-08-17 15:46:07+00:00,KYICA
C1013,cancel order,2015-08-17 16:18:40+00:00,2015-08-17 15:57:13+00:00,EMEYV
C1210,place order,2015-08-17 18:07:30+00:00,2015-08-17 15:59:31+00:00,EQRLD
C1032,pay,2015-08-17 16:18:57+00:00,2015-08-17 16:12:54+00:00,LYVGB
C1118,pay,2015-08-17 16:51:30+00:00,2015-08-17 16:42:22+00:00,HLJOP
C1086,prepare delivery,2015-08-17 16:55:43+00:00,2015-08-17 16:51:44+00:00,KXHUV
C1149,pay,2015-08-17 17:01:50+00:00,2015-08-17 16:59:31+00:00,KYICA
C1159,send invoice,2015-08-17 19:22:10+00:00,2015-08-17 17:04:58+00:00,EQRLD
C1183,send invoice,2015-08-17 17:21:41+00:00,2015-08-17 17:12:20+00:00,HLJOP
C1049,confirm payment,2015-08-17 17:21:32+00:00,2015-08-17 17:17:57+00:00,HLJOP
C1056,make delivery,2015-08-17 19:02:00+00:00,2015-08-17 17:36:35+00:00,RLTSN
C1102,confirm payment,2015-08-17 17:56:14+00:00,2015-08-17 17:48:16+00:00,FWWWF
C1034,prepare delivery,2015-08-17 18:20:12+00:00,2015-08-17 18:16:25+00:00,HLJOP
C1211,place order,2015-08-17 18:22:43+00:00,2015-08-17 18:17:09+00:00,DTZWY
C1030,confirm payment,2015-08-17 18:42:09+00:00,2015-08-17 18:35:48+00:00,VNOHU
C1180,send invoice,2015-08-17 19:46:41+00:00,2015-08-17 19:24:48+00:00,RWVYG
C1107,pay,2015-08-17 19:33:01+00:00,2015-08-17 19:26:40+00:00,RCEUC
C1212,place order,2015-08-17 20:32:47+00:00,2015-08-17 20:27:41+00:00,FGXWW
C1015,make delivery,2015-08-17 20:44:44+00:00,2015-08-17 20:33:59+00:00,LYVGB
C1213,place order,2015-08-17 23:52:12+00:00,2015-08-17 23:47:19+00:00,KXHUV
C1141,send invoice,2015-08-18 08:41:24+00:00,2015-08-18 08:35:43+00:00,HLJOP
C1043,confirm payment,2015-08-18 09:58:58+00:00,2015-08-18 09:43:23+00:00,SMSNY
C1214,place order,2015-08-18 14:38:56+00:00,2015-08-18 09:45:01+00:00,EXXRY
C1043,make delivery,2015-08-18 10:21:59+00:00,2015-08-18 09:54:59+00:00,EQRLD
C1065,confirm payment,2015-08-18 10:39:00+00:00,2015-08-18 10:28:37+00:00,SMSNY
C1130,send invoice,2015-08-18 10:43:00+00:00,2015-08-18 10:36:29+00:00,BALPA
C1129,pay,2015-08-18 10:48:06+00:00,2015-08-18 10:43:44+00:00,VNOHU
C1083,prepare delivery,2015-08-18 10:48:09+00:00,2015-08-18 10:44:20+00:00,RLTSN
C1153,send invoice,2015-08-18 10:53:42+00:00,2015-08-18 10:49:50+00:00,RCEUC
C1065,make delivery,2015-08-18 12:14:19+00:00,2015-08-18 10:53:39+00:00,SMSNY
C1094,send reminder,2015-08-18 11:17:48+00:00,2015-08-18 11:01:16+00:00,RCEUC
C1099,send reminder,2015-08-18 11:24:09+00:00,2015-08-18 11:02:07+00:00,VXRUO
C1147,pay,2015-08-18 11:25:20+00:00,2015-08-18 11:22:55+00:00,VNOHU
C1194,send invoice,2015-08-18 11:31:29+00:00,2015-08-18 11:26:18+00:00,RWVYG
C1028,make delivery,2015-08-18 11:42:37+00:00,2015-08-18 11:26:49+00:00,VXRUO
C1177,send invoice,2015-08-18 11:32:57+00:00,2015-08-18 11:27:27+00:00,EMEYV
C1215,place order,2015-08-18 14:04:20+00:00,2015-08-18 11:48:09+00:00,BALPA
C1189,send invoice,2015-08-18 12:02:53+00:00,2015-08-18 11:59:10+00:00,EXXRY
